domain,key_kind,key,member_kind,type_label,storage_types,q_counts,unique_value_count,example_q,example_storage,example_raw,example_display,example_norm,first_seen_date,last_seen_date,run_count,source_files
phase_graphics,param,p.V/G Overrides Model,,,None,missing=0;ok=2;unreadable=0;unsupported=0,0,ok,None,,,,2026-02-04,2026-02-04,1,probe_phase_graphics_2026-02-04.json
phase_graphics,param,p.View Classification,,,String,missing=0;ok=16;unreadable=0;unsupported=0,0,ok,String,~Do Not Rename,~Do Not Rename,~Do Not Rename,2026-02-04,2026-02-04,1,probe_phase_graphics_2026-02-04.json
phase_graphics,param,p.View Name,,,String,missing=0;ok=16;unreadable=0;unsupported=0,0,ok,String,???,???,???,2026-02-04,2026-02-04,1,probe_phase_graphics_2026-02-04.json
phase_graphics,param,p.View Range,,,None,missing=0;ok=4;unreadable=0;unsupported=0,0,ok,None,,,,2026-02-04,2026-02-04,1,probe_phase_graphics_2026-02-04.json
phase_graphics,param,p.View Scale,,,Integer,missing=0;ok=13;unreadable=0;unsupported=0,0,ok,Integer,96," 1/8"" = 1'-0"" ",96,2026-02-04,2026-02-04,1,probe_phase_graphics_2026-02-04.json
phase_graphics,param,p.View Sub-Classification,,,String,missing=0;ok=16;unreadable=0;unsupported=0,0,ok,String,~Coordination,~Coordination,~Coordination,2026-02-04,2026-02-04,1,probe_phase_graphics_2026-02-04.json
phase_graphics,param,p.View Template,,,ElementId,missing=0;ok=14;unreadable=0;unsupported=0,0,ok,ElementId,,,,2026-02-04,2026-02-04,1,probe_phase_graphics_2026-02-04.json
phase_graphics,param,p.Visibility/Graphics Overrides,,,None,missing=0;ok=21;unreadable=0;unsupported=0,0,ok,None,,,,2026-02-04,2026-02-04,1,probe_phase_graphics_2026-02-04.json
phase_graphics,param,p.Visual Style,,,Integer,missing=0;ok=4;unreadable=0;unsupported=0,0,ok,Integer,2,Hidden Line,2,2026-02-04,2026-02-04,1,probe_phase_graphics_2026-02-04.json
phase_graphics,param,p.Wall Join Display,,,Integer,missing=0;ok=2;unreadable=0;unsupported=0,0,ok,Integer,0,Clean all wall joins,0,2026-02-04,2026-02-04,1,probe_phase_graphics_2026-02-04.json
phase_graphics,param,p._Not_To_Scale_Text,,,String,missing=0;ok=12;unreadable=0;unsupported=0,0,ok,String,,,,2026-02-04,2026-02-04,1,probe_phase_graphics_2026-02-04.json
phases,param,phase.name,,,String,missing=0;ok=2;unreadable=0;unsupported=0,0,ok,String,Existing,Existing,Existing,2026-02-04,2026-02-04,1,probe_phases_2026-02-04.json
phases,param,phase.sequence_number,,,Integer,missing=0;ok=0;unreadable=2;unsupported=0,0,unreadable,Integer,1,1,1,2026-02-04,2026-02-04,1,probe_phases_2026-02-04.json
phases,param,phase.uid,,,String,missing=0;ok=2;unreadable=0;unsupported=0,0,ok,String,e41ae548-9ec9-4c6f-93f1-7d90b77a99cf-00000001,e41ae548-9ec9-4c6f-93f1-7d90b77a99cf-00000001,e41ae548-9ec9-4c6f-93f1-7d90b77a99cf-00000001,2026-02-04,2026-02-04,1,probe_phases_2026-02-04.json
text_types,param,p.Background,,,Integer,missing=0;ok=2;unreadable=0;unsupported=0,0,ok,Integer,0,Opaque,0,2026-02-04,2026-02-04,1,probe_text_types_2026-02-04.json
text_types,param,p.Bold,,,Integer,missing=0;ok=2;unreadable=0;unsupported=0,0,ok,Integer,0,No,0,2026-02-04,2026-02-04,1,probe_text_types_2026-02-04.json
text_types,param,p.Color,,,Integer,missing=0;ok=2;unreadable=0;unsupported=0,0,ok,Integer,0,0,0,2026-02-04,2026-02-04,1,probe_text_types_2026-02-04.json
text_types,param,p.Italic,,,Integer,missing=0;ok=1;unreadable=0;unsupported=0,0,ok,Integer,0,No,0,2026-02-04,2026-02-04,1,probe_text_types_2026-02-04.json
text_types,param,p.Leader Arrowhead,,,ElementId,missing=0;ok=4;unreadable=0;unsupported=0,0,ok,ElementId,2584,22 Degree Filled Arrow-Medium,2584,2026-02-04,2026-02-04,1,probe_text_types_2026-02-04.json
text_types,param,p.Leader/Border Offset,,,Double,missing=0;ok=2;unreadable=0;unsupported=0,0,ok,Double,0.002604166666666667,"1/32""",0.002604166666666667,2026-02-04,2026-02-04,1,probe_text_types_2026-02-04.json
text_types,param,p.Line Weight,,,Integer,missing=0;ok=2;unreadable=0;unsupported=0,0,ok,Integer,4,4,4,2026-02-04,2026-02-04,1,probe_text_types_2026-02-04.json
text_types,param,p.Show Border,,,Integer,missing=0;ok=1;unreadable=0;unsupported=0,0,ok,Integer,0,No,0,2026-02-04,2026-02-04,1,probe_text_types_2026-02-04.json
text_types,param,p.Tab Size,,,Double,missing=0;ok=2;unreadable=0;unsupported=0,0,ok,Double,0.020833333333333336,"1/4""",0.020833333333333336,2026-02-04,2026-02-04,1,probe_text_types_2026-02-04.json
text_types,param,p.Text Font,,,String,missing=0;ok=5;unreadable=0;unsupported=0,0,ok,String,Arial Narrow,Arial Narrow,Arial Narrow,2026-02-04,2026-02-04,1,probe_text_types_2026-02-04.json
text_types,param,p.Text Size,,,Double,missing=0;ok=7;unreadable=0;unsupported=0,0,ok,Double,0.0078125,"3/32""",0.0078125,2026-02-04,2026-02-04,1,probe_text_types_2026-02-04.json
text_types,param,p.Underline,,,Integer,missing=0;ok=1;unreadable=0;unsupported=0,0,ok,Integer,0,No,0,2026-02-04,2026-02-04,1,probe_text_types_2026-02-04.json
text_types,param,p.Width Factor,,,Double,missing=0;ok=2;unreadable=0;unsupported=0,0,ok,Double,1.0,1,1.0,2026-02-04,2026-02-04,1,probe_text_types_2026-02-04.json
text_types,param,v.color.color.hex_bbgrr,,,String,missing=0;ok=2;unreadable=0;unsupported=0,0,ok,String,#000000,#000000,#000000,2026-02-04,2026-02-04,1,probe_text_types_2026-02-04.json
text_types,param,v.color.color.hex_rrggbb,,,String,missing=0;ok=2;unreadable=0;unsupported=0,0,ok,String,#000000,#000000,#000000,2026-02-04,2026-02-04,1,probe_text_types_2026-02-04.json
text_types,param,v.color.color.raw_hex32,,,String,missing=0;ok=2;unreadable=0;unsupported=0,0,ok,String,0x00000000,0x00000000,0x00000000,2026-02-04,2026-02-04,1,probe_text_types_2026-02-04.json
text_types,param,v.color.color.rgb_bbgrr,,,String,missing=0;ok=2;unreadable=0;unsupported=0,0,ok,String,0|0|0,0|0|0,0|0|0,2026-02-04,2026-02-04,1,probe_text_types_2026-02-04.json
text_types,param,v.color.color.rgb_rrggbb,,,String,missing=0;ok=2;unreadable=0;unsupported=0,0,ok,String,0|0|0,0|0|0,0|0|0,2026-02-04,2026-02-04,1,probe_text_types_2026-02-04.json
units,param,p.debug.format_options_status,,,String,missing=0;ok=150;unreadable=1;unsupported=0,0,ok,String,ok,ok,ok,2026-02-04,2026-02-04,1,probe_units_2026-02-04.json
units,param,p.format.accuracy,,,Double;String,missing=0;ok=150;unreadable=1;unsupported=0,0,ok,Double,1.0,1.0,1.0,2026-02-04,2026-02-04,1,probe_units_2026-02-04.json
units,param,p.format.rounding_method,,,Integer;String,missing=0;ok=150;unreadable=1;unsupported=0,0,ok,Integer,0,0,0,2026-02-04,2026-02-04,1,probe_units_2026-02-04.json
units,param,p.format.suppress_leading_zeros,,,Integer;String,missing=0;ok=150;unreadable=1;unsupported=0,0,ok,Integer,0,False,0,2026-02-04,2026-02-04,1,probe_units_2026-02-04.json
units,param,p.format.suppress_spaces,,,Integer;String,missing=0;ok=150;unreadable=1;unsupported=0,0,ok,Integer,0,False,0,2026-02-04,2026-02-04,1,probe_units_2026-02-04.json
units,param,p.format.suppress_trailing_zeros,,,Integer;String,missing=0;ok=150;unreadable=1;unsupported=0,0,ok,Integer,0,False,0,2026-02-04,2026-02-04,1,probe_units_2026-02-04.json
units,param,p.format.suppress_unit_symbol,,,String,missing=0;ok=0;unreadable=151;unsupported=0,0,unreadable,String,AttributeError: 'FormatOptions' object has no attribute 'SuppressUnitSymbol',AttributeError: 'FormatOptions' object has no attribute 'SuppressUnitSymbol',AttributeError: 'FormatOptions' object has no attribute 'SuppressUnitSymbol',2026-02-04,2026-02-04,1,probe_units_2026-02-04.json
units,param,p.format.symbol_type_id,,,String,missing=0;ok=150;unreadable=1;unsupported=0,0,ok,String,autodesk.unit.symbol:vA-1.0.1,autodesk.unit.symbol:vA-1.0.1,autodesk.unit.symbol:vA-1.0.1,2026-02-04,2026-02-04,1,probe_units_2026-02-04.json
units,param,p.format.unit_type_id,,,String,missing=0;ok=150;unreadable=1;unsupported=0,0,ok,String,autodesk.unit.unit:voltAmperes-1.0.1,autodesk.unit.unit:voltAmperes-1.0.1,autodesk.unit.unit:voltAmperes-1.0.1,2026-02-04,2026-02-04,1,probe_units_2026-02-04.json
units,param,p.format.use_default,,,Integer;String,missing=0;ok=150;unreadable=1;unsupported=0,0,ok,Integer,0,False,0,2026-02-04,2026-02-04,1,probe_units_2026-02-04.json
units,param,p.format.use_digit_grouping,,,Integer;String,missing=0;ok=150;unreadable=1;unsupported=0,0,ok,Integer,0,False,0,2026-02-04,2026-02-04,1,probe_units_2026-02-04.json
units,param,p.format.use_plus_prefix,,,Integer;String,missing=0;ok=150;unreadable=1;unsupported=0,0,ok,Integer,0,False,0,2026-02-04,2026-02-04,1,probe_units_2026-02-04.json
units,param,p.units.decimal_symbol,,,Integer,missing=0;ok=1;unreadable=0;unsupported=0,0,ok,Integer,0,0,0,2026-02-04,2026-02-04,1,probe_units_2026-02-04.json
units,param,p.units.digit_grouping_amount,,,Integer,missing=0;ok=1;unreadable=0;unsupported=0,0,ok,Integer,1,1,1,2026-02-04,2026-02-04,1,probe_units_2026-02-04.json
units,param,p.units.digit_grouping_symbol,,,Integer,missing=0;ok=1;unreadable=0;unsupported=0,0,ok,Integer,1,1,1,2026-02-04,2026-02-04,1,probe_units_2026-02-04.json
view_category_overrides,param,api.get_category_overrides,,,None,missing=0;ok=0;unreadable=21318;unsupported=0,0,unreadable,None,,,,2026-02-04,2026-02-04,1,probe_view_category_overrides_2026-02-04.json
view_category_overrides,param,delta.cut_line_color.rgb,,,Integer,missing=0;ok=75582;unreadable=0;unsupported=0,0,ok,Integer,0,0,0,2026-02-04,2026-02-04,1,probe_view_category_overrides_2026-02-04.json
view_category_overrides,param,delta.cut_line_pattern,,,Integer,missing=0;ok=75582;unreadable=0;unsupported=0,0,ok,Integer,0,0,0,2026-02-04,2026-02-04,1,probe_view_category_overrides_2026-02-04.json
view_category_overrides,param,delta.cut_line_weight,,,Integer,missing=0;ok=75582;unreadable=0;unsupported=0,0,ok,Integer,0,0,0,2026-02-04,2026-02-04,1,probe_view_category_overrides_2026-02-04.json
view_category_overrides,param,delta.halftone,,,Integer,missing=0;ok=75582;unreadable=0;unsupported=0,0,ok,Integer,0,0,0,2026-02-04,2026-02-04,1,probe_view_category_overrides_2026-02-04.json
view_category_overrides,param,delta.projection_line_color.rgb,,,Integer,missing=0;ok=75582;unreadable=0;unsupported=0,0,ok,Integer,0,0,0,2026-02-04,2026-02-04,1,probe_view_category_overrides_2026-02-04.json
view_category_overrides,param,delta.projection_line_pattern,,,Integer,missing=0;ok=75582;unreadable=0;unsupported=0,0,ok,Integer,0,0,0,2026-02-04,2026-02-04,1,probe_view_category_overrides_2026-02-04.json
view_category_overrides,param,delta.projection_line_weight,,,Integer,missing=0;ok=75582;unreadable=0;unsupported=0,0,ok,Integer,0,0,0,2026-02-04,2026-02-04,1,probe_view_category_overrides_2026-02-04.json
view_category_overrides,param,delta.transparency,,,Integer,missing=0;ok=75582;unreadable=0;unsupported=0,0,ok,Integer,0,0,0,2026-02-04,2026-02-04,1,probe_view_category_overrides_2026-02-04.json
view_category_overrides,param,diag.include_subcategories,,,Integer,missing=0;ok=1;unreadable=0;unsupported=0,0,ok,Integer,1,1,1,2026-02-04,2026-02-04,1,probe_view_category_overrides_2026-02-04.json
view_category_overrides,param,diag.max_categories_to_inspect,,,Integer,missing=0;ok=1;unreadable=0;unsupported=0,0,ok,Integer,0,0,0,2026-02-04,2026-02-04,1,probe_view_category_overrides_2026-02-04.json
view_category_overrides,param,diag.non_templated_views_found,,,Integer,missing=0;ok=1;unreadable=0;unsupported=0,0,ok,Integer,1545,1545,1545,2026-02-04,2026-02-04,1,probe_view_category_overrides_2026-02-04.json
view_category_overrides,param,diag.selected_views,,,Integer,missing=0;ok=1;unreadable=0;unsupported=0,0,ok,Integer,50,50,50,2026-02-04,2026-02-04,1,probe_view_category_overrides_2026-02-04.json
view_category_overrides,param,diag.templates_found,,,Integer,missing=0;ok=1;unreadable=0;unsupported=0,0,ok,Integer,54,54,54,2026-02-04,2026-02-04,1,probe_view_category_overrides_2026-02-04.json
view_category_overrides,param,diag.total_categories_found,,,Integer,missing=0;ok=1;unreadable=0;unsupported=0,0,ok,Integer,2885,2885,2885,2026-02-04,2026-02-04,1,probe_view_category_overrides_2026-02-04.json
view_category_overrides,param,diag.total_views_found,,,Integer,missing=0;ok=1;unreadable=0;unsupported=0,0,ok,Integer,1855,1855,1855,2026-02-04,2026-02-04,1,probe_view_category_overrides_2026-02-04.json
view_category_overrides,param,eff.cut_line_color.rgb,,,String,missing=0;ok=75582;unreadable=0;unsupported=0,0,ok,String,0|0|0,0|0|0,0|0|0,2026-02-04,2026-02-04,1,probe_view_category_overrides_2026-02-04.json
view_category_overrides,param,eff.cut_line_pattern,,,ElementId,missing=0;ok=75582;unreadable=0;unsupported=0,0,ok,ElementId,,,,2026-02-04,2026-02-04,1,probe_view_category_overrides_2026-02-04.json
view_category_overrides,param,eff.cut_line_weight,,,Integer,missing=50505;ok=25077;unreadable=0;unsupported=0,0,ok,Integer,6,6,6,2026-02-04,2026-02-04,1,probe_view_category_overrides_2026-02-04.json
view_category_overrides,param,eff.halftone,,,Integer;None,missing=75547;ok=35;unreadable=0;unsupported=0,0,ok,Integer,1,True,1,2026-02-04,2026-02-04,1,probe_view_category_overrides_2026-02-04.json
view_category_overrides,param,eff.projection_line_color.rgb,,,String,missing=0;ok=75582;unreadable=0;unsupported=0,0,ok,String,0|0|0,0|0|0,0|0|0,2026-02-04,2026-02-04,1,probe_view_category_overrides_2026-02-04.json
view_category_overrides,param,eff.projection_line_pattern,,,ElementId,missing=0;ok=75582;unreadable=0;unsupported=0,0,ok,ElementId,,,,2026-02-04,2026-02-04,1,probe_view_category_overrides_2026-02-04.json
view_category_overrides,param,eff.projection_line_weight,,,Integer,missing=0;ok=75582;unreadable=0;unsupported=0,0,ok,Integer,4,4,4,2026-02-04,2026-02-04,1,probe_view_category_overrides_2026-02-04.json
view_category_overrides,param,eff.transparency,,,Integer;None,missing=75563;ok=19;unreadable=0;unsupported=0,0,ok,Integer,75,75,75,2026-02-04,2026-02-04,1,probe_view_category_overrides_2026-02-04.json
view_filter_applications,param,vfa.filter.id,,,ElementId,missing=0;ok=32;unreadable=0;unsupported=0,0,ok,ElementId,68527,Fire Rated Partitions - 1 Hour,68527,2026-02-05,2026-02-05,1,probe_view_filter_applications_2026-02-05.json
view_filter_applications,param,vfa.filter.name,,,String,missing=0;ok=32;unreadable=0;unsupported=0,0,ok,String,Fire Rated Partitions - 1 Hour,Fire Rated Partitions - 1 Hour,Fire Rated Partitions - 1 Hour,2026-02-05,2026-02-05,1,probe_view_filter_applications_2026-02-05.json
view_filter_applications,param,vfa.filter.order_index,,,Integer,missing=0;ok=10;unreadable=0;unsupported=0,0,ok,Integer,0,0,0,2026-02-05,2026-02-05,1,probe_view_filter_applications_2026-02-05.json
view_filter_applications,param,vfa.filter.visibility,,,Integer,missing=0;ok=2;unreadable=0;unsupported=0,0,ok,Integer,1,True,1,2026-02-05,2026-02-05,1,probe_view_filter_applications_2026-02-05.json
view_filter_applications,param,vfa.filter_stack.count,,,Integer,missing=0;ok=7;unreadable=0;unsupported=0,0,ok,Integer,9,9,9,2026-02-05,2026-02-05,1,probe_view_filter_applications_2026-02-05.json
view_filter_applications,param,vfa.ogs.cut_bg_pattern_color.hex,,,String,missing=1;ok=0;unreadable=0;unsupported=0,0,missing,String,,,,2026-02-05,2026-02-05,1,probe_view_filter_applications_2026-02-05.json
view_filter_applications,param,vfa.ogs.cut_bg_pattern_color.rgb,,,String,missing=1;ok=0;unreadable=0;unsupported=0,0,missing,String,,,,2026-02-05,2026-02-05,1,probe_view_filter_applications_2026-02-05.json
view_filter_applications,param,vfa.ogs.cut_bg_pattern_id,,,ElementId,missing=0;ok=1;unreadable=0;unsupported=0,0,ok,ElementId,,,,2026-02-05,2026-02-05,1,probe_view_filter_applications_2026-02-05.json
view_filter_applications,param,vfa.ogs.cut_fg_pattern_color.hex,,,String,missing=1;ok=5;unreadable=0;unsupported=0,0,ok,String,#FF0000,#FF0000,#FF0000,2026-02-05,2026-02-05,1,probe_view_filter_applications_2026-02-05.json
view_filter_applications,param,vfa.ogs.cut_fg_pattern_color.rgb,,,String,missing=1;ok=5;unreadable=0;unsupported=0,0,ok,String,255|0|0,255|0|0,255|0|0,2026-02-05,2026-02-05,1,probe_view_filter_applications_2026-02-05.json
view_filter_applications,param,vfa.ogs.cut_fg_pattern_id,,,ElementId,missing=0;ok=6;unreadable=0;unsupported=0,0,ok,ElementId,19,<Solid fill>,19,2026-02-05,2026-02-05,1,probe_view_filter_applications_2026-02-05.json
view_filter_applications,param,vfa.ogs.cut_line_color.hex,,,String,missing=1;ok=4;unreadable=0;unsupported=0,0,ok,String,#FF0000,#FF0000,#FF0000,2026-02-05,2026-02-05,1,probe_view_filter_applications_2026-02-05.json
view_filter_applications,param,vfa.ogs.cut_line_color.rgb,,,String,missing=1;ok=4;unreadable=0;unsupported=0,0,ok,String,255|0|0,255|0|0,255|0|0,2026-02-05,2026-02-05,1,probe_view_filter_applications_2026-02-05.json
view_filter_applications,param,vfa.ogs.cut_line_pattern_id,,,ElementId,missing=0;ok=2;unreadable=0;unsupported=0,0,ok,ElementId,,,,2026-02-05,2026-02-05,1,probe_view_filter_applications_2026-02-05.json
view_filter_applications,param,vfa.ogs.cut_line_weight,,,Integer,missing=0;ok=1;unreadable=0;unsupported=0,0,ok,Integer,-1,-1,-1,2026-02-05,2026-02-05,1,probe_view_filter_applications_2026-02-05.json
view_filter_applications,param,vfa.ogs.halftone,,,Integer,missing=0;ok=2;unreadable=0;unsupported=0,0,ok,Integer,0,False,0,2026-02-05,2026-02-05,1,probe_view_filter_applications_2026-02-05.json
view_filter_applications,param,vfa.ogs.has_any_override,,,Integer,missing=0;ok=1;unreadable=0;unsupported=0,0,ok,Integer,1,True,1,2026-02-05,2026-02-05,1,probe_view_filter_applications_2026-02-05.json
view_filter_applications,param,vfa.ogs.present,,,Integer,missing=0;ok=1;unreadable=0;unsupported=0,0,ok,Integer,1,True,1,2026-02-05,2026-02-05,1,probe_view_filter_applications_2026-02-05.json
view_filter_applications,param,vfa.ogs.proj_line_color.hex,,,String,missing=1;ok=12;unreadable=0;unsupported=0,0,ok,String,#FF0000,#FF0000,#FF0000,2026-02-05,2026-02-05,1,probe_view_filter_applications_2026-02-05.json
view_filter_applications,param,vfa.ogs.proj_line_color.rgb,,,String,missing=1;ok=12;unreadable=0;unsupported=0,0,ok,String,255|0|0,255|0|0,255|0|0,2026-02-05,2026-02-05,1,probe_view_filter_applications_2026-02-05.json
view_filter_applications,param,vfa.ogs.proj_line_pattern_id,,,ElementId,missing=0;ok=2;unreadable=0;unsupported=0,0,ok,ElementId,,,,2026-02-05,2026-02-05,1,probe_view_filter_applications_2026-02-05.json
view_filter_applications,param,vfa.ogs.proj_line_weight,,,Integer,missing=0;ok=3;unreadable=0;unsupported=0,0,ok,Integer,-1,-1,-1,2026-02-05,2026-02-05,1,probe_view_filter_applications_2026-02-05.json
view_filter_applications,param,vfa.ogs.sig_hash,,,String,missing=0;ok=27;unreadable=0;unsupported=0,0,ok,String,1775967146b97e6cc2293a2883359ba7a68f699a,1775967146b97e6cc2293a2883359ba7a68f699a,1775967146b97e6cc2293a2883359ba7a68f699a,2026-02-05,2026-02-05,1,probe_view_filter_applications_2026-02-05.json
view_filter_applications,param,vfa.ogs.surf_bg_pattern_color.hex,,,String,missing=1;ok=0;unreadable=0;unsupported=0,0,missing,String,,,,2026-02-05,2026-02-05,1,probe_view_filter_applications_2026-02-05.json
view_filter_applications,param,vfa.ogs.surf_bg_pattern_color.rgb,,,String,missing=1;ok=0;unreadable=0;unsupported=0,0,missing,String,,,,2026-02-05,2026-02-05,1,probe_view_filter_applications_2026-02-05.json
view_filter_applications,param,vfa.ogs.surf_bg_pattern_id,,,ElementId,missing=0;ok=1;unreadable=0;unsupported=0,0,ok,ElementId,,,,2026-02-05,2026-02-05,1,probe_view_filter_applications_2026-02-05.json
view_filter_applications,param,vfa.ogs.surf_fg_pattern_color.hex,,,String,missing=1;ok=7;unreadable=0;unsupported=0,0,ok,String,#E43F3F,#E43F3F,#E43F3F,2026-02-05,2026-02-05,1,probe_view_filter_applications_2026-02-05.json
view_filter_applications,param,vfa.ogs.surf_fg_pattern_color.rgb,,,String,missing=1;ok=7;unreadable=0;unsupported=0,0,ok,String,228|63|63,228|63|63,228|63|63,2026-02-05,2026-02-05,1,probe_view_filter_applications_2026-02-05.json
view_filter_applications,param,vfa.ogs.surf_fg_pattern_id,,,ElementId,missing=0;ok=3;unreadable=0;unsupported=0,0,ok,ElementId,,,,2026-02-05,2026-02-05,1,probe_view_filter_applications_2026-02-05.json
view_filter_applications,param,vfa.ogs.transparency,,,Integer,missing=0;ok=1;unreadable=0;unsupported=0,0,ok,Integer,0,0,0,2026-02-05,2026-02-05,1,probe_view_filter_applications_2026-02-05.json
view_filter_applications,param,vfa.view.is_template,,,Integer,missing=0;ok=2;unreadable=0;unsupported=0,0,ok,Integer,1,True,1,2026-02-05,2026-02-05,1,probe_view_filter_applications_2026-02-05.json
view_filter_applications,param,vfa.view.name,,,String,missing=0;ok=16;unreadable=0;unsupported=0,0,ok,String,z_Filters - Fire Rated Wall/Door Check,z_Filters - Fire Rated Wall/Door Check,z_Filters - Fire Rated Wall/Door Check,2026-02-05,2026-02-05,1,probe_view_filter_applications_2026-02-05.json
view_filter_applications,param,vfa.view.view_type,,,String,missing=0;ok=5;unreadable=0;unsupported=0,0,ok,String,1,1,1,2026-02-05,2026-02-05,1,probe_view_filter_applications_2026-02-05.json
view_filter_definitions,param,v.filter.category_count,,,Integer,missing=0;ok=45;unreadable=0;unsupported=0,0,ok,Integer,1,1,1,2026-02-05,2026-02-05,1,probe_view_filter_definitions_2026-02-05.json
view_filter_definitions,param,v.filter.category_ids,,,String,missing=0;ok=45;unreadable=0;unsupported=0,0,ok,String,[-2000011],-2000011,-2000011,2026-02-05,2026-02-05,1,probe_view_filter_definitions_2026-02-05.json
view_filter_definitions,param,v.filter.category_names,,,String,missing=0;ok=45;unreadable=0;unsupported=0,0,ok,String,['Walls'],Walls,Walls,2026-02-05,2026-02-05,1,probe_view_filter_definitions_2026-02-05.json
view_filter_definitions,param,v.filter.id,,,Integer,missing=0;ok=45;unreadable=0;unsupported=0,0,ok,Integer,68527,68527,68527,2026-02-05,2026-02-05,1,probe_view_filter_definitions_2026-02-05.json
view_filter_definitions,param,v.filter.logic,,,String,missing=0;ok=45;unreadable=0;unsupported=0,0,ok,String,and,and,and,2026-02-05,2026-02-05,1,probe_view_filter_definitions_2026-02-05.json
view_filter_definitions,param,v.filter.name,,,String,missing=0;ok=45;unreadable=0;unsupported=0,0,ok,String,Fire Rated Partitions - 1 Hour,Fire Rated Partitions - 1 Hour,Fire Rated Partitions - 1 Hour,2026-02-05,2026-02-05,1,probe_view_filter_definitions_2026-02-05.json
view_filter_definitions,param,v.filter.rule_count,,,Integer,missing=0;ok=45;unreadable=0;unsupported=0,0,ok,Integer,1,1,1,2026-02-05,2026-02-05,1,probe_view_filter_definitions_2026-02-05.json
view_filter_definitions,param,v.filter.rule_param_ids,,,String,missing=0;ok=45;unreadable=0;unsupported=0,0,ok,String,68760,68760,68760,2026-02-05,2026-02-05,1,probe_view_filter_definitions_2026-02-05.json
view_filter_definitions,param,v.filter.rule_sig_hash,,,String,missing=0;ok=45;unreadable=0;unsupported=0,0,ok,String,101cd30531197e2efcc19eb7408896fe1ab4dabd,101cd30531197e2efcc19eb7408896fe1ab4dabd,101cd30531197e2efcc19eb7408896fe1ab4dabd,2026-02-05,2026-02-05,1,probe_view_filter_definitions_2026-02-05.json
view_filter_definitions,param,v.filter.rule_types,,,String,missing=0;ok=45;unreadable=0;unsupported=0,0,ok,String,FilterDoubleRule,FilterDoubleRule,FilterDoubleRule,2026-02-05,2026-02-05,1,probe_view_filter_definitions_2026-02-05.json
view_templates,param,p.001_ViewCategory,,,String,missing=0;ok=44;unreadable=0;unsupported=0,0,ok,String,,,,2026-02-05,2026-02-05,1,probe_view_templates_2026-02-05.json
view_templates,param,p.001_ViewSubCategory,,,String,missing=0;ok=44;unreadable=0;unsupported=0,0,ok,String,,,,2026-02-05,2026-02-05,1,probe_view_templates_2026-02-05.json
view_templates,param,p.Appearance,,,None,missing=0;ok=0;unreadable=0;unsupported=10,0,unsupported,None,,,,2026-02-05,2026-02-05,1,probe_view_templates_2026-02-05.json
view_templates,param,p.Background,,,None,missing=0;ok=0;unreadable=0;unsupported=10,0,unsupported,None,,,,2026-02-05,2026-02-05,1,probe_view_templates_2026-02-05.json
view_templates,param,p.Browser_View Category,,,String,missing=0;ok=44;unreadable=0;unsupported=0,0,ok,String,,,,2026-02-05,2026-02-05,1,probe_view_templates_2026-02-05.json
view_templates,param,p.Browser_View Group,,,String,missing=0;ok=44;unreadable=0;unsupported=0,0,ok,String,,,,2026-02-05,2026-02-05,1,probe_view_templates_2026-02-05.json
view_templates,param,p.Browser_View Sub Series,,,String,missing=0;ok=44;unreadable=0;unsupported=0,0,ok,String,,,,2026-02-05,2026-02-05,1,probe_view_templates_2026-02-05.json
view_templates,param,p.Browser_View Subcategory,,,String,missing=0;ok=44;unreadable=0;unsupported=0,0,ok,String,,,,2026-02-05,2026-02-05,1,probe_view_templates_2026-02-05.json
view_templates,param,p.Color Scheme,,,None,missing=0;ok=0;unreadable=0;unsupported=37,0,unsupported,None,,,,2026-02-05,2026-02-05,1,probe_view_templates_2026-02-05.json
view_templates,param,p.Color Scheme Location,,,Integer,missing=0;ok=37;unreadable=0;unsupported=0,0,ok,Integer,1,Background,1,2026-02-05,2026-02-05,1,probe_view_templates_2026-02-05.json
view_templates,param,p.Column Symbolic Offset,,,Double,missing=0;ok=2;unreadable=0;unsupported=0,0,ok,Double,1.0,"1'-0""",11.999999999999998,2026-02-05,2026-02-05,1,probe_view_templates_2026-02-05.json
view_templates,param,p.Depth Clipping,,,Integer,missing=0;ok=33;unreadable=0;unsupported=0,0,ok,Integer,0,0,0,2026-02-05,2026-02-05,1,probe_view_templates_2026-02-05.json
view_templates,param,p.Depth Cueing,,,None,missing=0;ok=0;unreadable=0;unsupported=9,0,unsupported,None,,,,2026-02-05,2026-02-05,1,probe_view_templates_2026-02-05.json
view_templates,param,p.Detail Level,,,Integer,missing=0;ok=44;unreadable=0;unsupported=0,0,ok,Integer,2,Medium,2,2026-02-05,2026-02-05,1,probe_view_templates_2026-02-05.json
view_templates,param,p.Discipline,,,Integer,missing=0;ok=44;unreadable=0;unsupported=0,0,ok,Integer,1,Architectural,1,2026-02-05,2026-02-05,1,probe_view_templates_2026-02-05.json
view_templates,param,p.Display Model,,,Integer,missing=0;ok=42;unreadable=0;unsupported=0,0,ok,Integer,0,Normal,0,2026-02-05,2026-02-05,1,probe_view_templates_2026-02-05.json
view_templates,param,p.Far Clipping,,,Integer,missing=0;ok=9;unreadable=0;unsupported=0,0,ok,Integer,2,2,2,2026-02-05,2026-02-05,1,probe_view_templates_2026-02-05.json
