domain,item_key,source_layer,source_location,classification,eligible,canonical_item,exclusion_reason,candidate_for_sig_discovery,candidate_for_join_discovery,current_join_policy_role,current_sig_policy_role,current_policy_required,current_policy_optional,current_policy_excluded,observed_record_count,observed_ok_count,observed_missing_count,observed_unreadable_count
object_styles_imported,obj_style.is_cuttable,identity,domains/object_styles.py:403,semantic_candidate,true,,,true,true,,,false,false,false,0,0,0,0
object_styles_imported,obj_style.is_subcategory,phase2.coordination,domains/object_styles.py:481,semantic_candidate,true,,,true,true,,,false,false,false,0,0,0,0
object_styles_imported,obj_style.material_sig_hash,identity,domains/object_styles.py:189,semantic_candidate,true,,,true,true,excluded,,false,false,true,0,0,0,0
object_styles_imported,obj_style.parent_name,identity,domains/object_styles.py:409,semantic_candidate,true,,,true,true,,,false,false,false,0,0,0,0
object_styles_imported,obj_style.pattern_ref.sig_hash,identity,domains/object_styles.py:385,semantic_candidate,true,,,true,true,required,,true,false,false,0,0,0,0
object_styles_imported,obj_style.row_key,phase2.unknown,domains/object_styles.py:503,semantic_candidate,true,,,true,true,required,required,true,false,false,0,0,0,0
object_styles_imported,obj_style.source_element_id,phase2.unknown,domains/object_styles.py:497,traceability_identifier,false,,File-local Revit ElementId emitted for source traceability; not portable configuration identity,false,false,,,false,false,false,0,0,0,0
object_styles_imported,obj_style.source_unique_id,phase2.unknown,domains/object_styles.py:498,traceability_identifier,false,,Revit UniqueId emitted for source traceability; not portable configuration identity,false,false,,,false,false,false,0,0,0,0
object_styles_imported,obj_style.tab,phase2.coordination,domains/object_styles.py:482,semantic_candidate,true,,,true,true,,,false,false,false,0,0,0,0
object_styles_imported,obj_style.weight.cut,identity,domains/object_styles.py:334,semantic_candidate,true,,,true,true,excluded,,false,false,true,0,0,0,0
object_styles_imported,obj_style.weight.projection,identity,domains/object_styles.py:321,semantic_candidate,true,,,true,true,required,,true,false,false,0,0,0,0
object_styles_model,obj_style.can_add_subcategory,identity,domains/object_styles.py:391,semantic_candidate,true,,,true,true,,,false,false,false,0,0,0,0
object_styles_model,obj_style.category_type,phase2.coordination,domains/object_styles.py:480,semantic_candidate,true,,,true,true,,,false,false,false,0,0,0,0
object_styles_model,obj_style.color.rgb,identity,domains/object_styles.py:348,semantic_candidate,true,,,true,true,required,,true,false,false,0,0,0,0
object_styles_model,obj_style.domain_family,phase2.coordination,domains/object_styles.py:479,semantic_candidate,true,,,true,true,,,false,false,false,0,0,0,0
object_styles_model,obj_style.has_material_quantities,identity,domains/object_styles.py:397,semantic_candidate,true,,,true,true,,,false,false,false,0,0,0,0
object_styles_model,obj_style.is_cuttable,identity,domains/object_styles.py:403,semantic_candidate,true,,,true,true,,,false,false,false,0,0,0,0
object_styles_model,obj_style.is_subcategory,phase2.coordination,domains/object_styles.py:481,semantic_candidate,true,,,true,true,,,false,false,false,0,0,0,0
object_styles_model,obj_style.material_sig_hash,identity,domains/object_styles.py:189,semantic_candidate,true,,,true,true,optional,,false,true,false,0,0,0,0
object_styles_model,obj_style.parent_name,identity,domains/object_styles.py:409,semantic_candidate,true,,,true,true,,,false,false,false,0,0,0,0
object_styles_model,obj_style.pattern_ref.sig_hash,identity,domains/object_styles.py:385,semantic_candidate,true,,,true,true,required,,true,false,false,0,0,0,0
object_styles_model,obj_style.row_key,phase2.unknown,domains/object_styles.py:503,semantic_candidate,true,,,true,true,required,required,true,false,false,0,0,0,0
object_styles_model,obj_style.source_element_id,phase2.unknown,domains/object_styles.py:497,traceability_identifier,false,,File-local Revit ElementId emitted for source traceability; not portable configuration identity,false,false,,,false,false,false,0,0,0,0
object_styles_model,obj_style.source_unique_id,phase2.unknown,domains/object_styles.py:498,traceability_identifier,false,,Revit UniqueId emitted for source traceability; not portable configuration identity,false,false,,,false,false,false,0,0,0,0
object_styles_model,obj_style.tab,phase2.coordination,domains/object_styles.py:482,semantic_candidate,true,,,true,true,,,false,false,false,0,0,0,0
object_styles_model,obj_style.weight.cut,identity,domains/object_styles.py:334,semantic_candidate,true,,,true,true,required,,true,false,false,0,0,0,0
object_styles_model,obj_style.weight.projection,identity,domains/object_styles.py:321,semantic_candidate,true,,,true,true,required,,true,false,false,0,0,0,0
phase_filters,phase_filter.id.int,phase2.unknown,domains/phase_filters.py:281,semantic_candidate,true,,,true,true,,,false,false,false,0,0,0,0
phase_filters,phase_filter.name,phase2.coordination,domains/phase_filters.py:264,semantic_candidate,true,,,true,true,excluded,,false,false,true,0,0,0,0
phase_filters,phase_filter.source_element_id,phase2.unknown,domains/phase_filters.py:282,traceability_identifier,false,,File-local Revit ElementId emitted for source traceability; not portable configuration identity,false,false,,,false,false,false,0,0,0,0
phase_filters,phase_filter.source_unique_id,phase2.unknown,domains/phase_filters.py:283,traceability_identifier,false,,Revit UniqueId emitted for source traceability; not portable configuration identity,false,false,,,false,false,false,0,0,0,0
phase_filters,phase_filter.uid,phase2.unknown,domains/phase_filters.py:280,semantic_candidate,true,,,true,true,,,false,false,false,0,0,0,0
phase_graphics,phase_graphics.api_probe,identity,domains/phase_graphics.py:140,semantic_candidate,true,,,true,true,,,false,false,false,0,0,0,0
phase_graphics,phase_graphics.overrides,identity,domains/phase_graphics.py:144,semantic_candidate,true,,,true,true,,,false,false,false,0,0,0,0
phase_graphics,phase_graphics.scope,identity,domains/phase_graphics.py:64,semantic_candidate,true,,,true,true,,,false,false,false,0,0,0,0
phases,phase.name,identity,domains/phases.py:230,semantic_candidate,true,,,true,true,required,required,true,false,false,0,0,0,0
phases,phase.seq,identity,domains/phases.py:229,semantic_candidate,true,,,true,true,optional,required,true,true,false,0,0,0,0
phases,phase.source_element_id,phase2.unknown,domains/phases.py:97,traceability_identifier,false,,File-local Revit ElementId emitted for source traceability; not portable configuration identity,false,false,,,false,false,false,0,0,0,0
phases,phase.source_unique_id,phase2.unknown,domains/phases.py:98,traceability_identifier,false,,Revit UniqueId emitted for source traceability; not portable configuration identity,false,false,,,false,false,false,0,0,0,0
phases,phase.uid,phase2.unknown,domains/phases.py:84,semantic_candidate,true,,,true,true,,,false,false,false,0,0,0,0
roof_types,rt.coarse_fill_color_rgb,identity,domains/roof_types.py:177,semantic_candidate,true,,,true,true,excluded,,false,false,true,0,0,0,0
roof_types,rt.coarse_fill_pattern_sig_hash,identity,domains/roof_types.py:173,semantic_candidate,true,,,true,true,,,false,false,false,0,0,0,0
roof_types,rt.layer_count,identity,domains/roof_types.py:128,semantic_candidate,true,,,true,true,required,required,true,false,false,0,0,0,0
roof_types,rt.stack_hash_function_only,identity,domains/roof_types.py:172,semantic_candidate,true,,,true,true,,,false,false,false,0,0,0,0
roof_types,rt.stack_hash_loose,identity,domains/roof_types.py:130,semantic_candidate,true,,,true,true,required,required,true,false,false,0,0,0,0
roof_types,rt.stack_hash_strict,identity,domains/roof_types.py:171,semantic_candidate,true,,,true,true,,,false,false,false,0,0,0,0
roof_types,rt.total_layer_rows,identity,domains/roof_types.py:170,semantic_candidate,true,,,true,true,,,false,false,false,0,0,0,0
roof_types,rt.total_thickness_in,identity,domains/roof_types.py:129,semantic_candidate,true,,,true,true,required,required,true,false,false,0,0,0,0
roof_types,rt.type_name,identity,domains/roof_types.py:127,semantic_candidate,true,,,true,true,excluded,,false,false,true,0,0,0,0
text_types,text_type.background,identity,domains/text_types.py:528,semantic_candidate,true,,,true,true,,,false,false,false,0,0,0,0
text_types,text_type.bold,identity,domains/text_types.py:534,semantic_candidate,true,,,true,true,required,required,true,false,false,0,0,0,0
text_types,text_type.color_rgb,identity,domains/text_types.py:530,semantic_candidate,true,,,true,true,required,required,true,false,false,0,0,0,0
text_types,text_type.font,identity,domains/text_types.py:525,semantic_candidate,true,,,true,true,required,required,true,false,false,0,0,0,0
text_types,text_type.italic,identity,domains/text_types.py:535,semantic_candidate,true,,,true,true,required,required,true,false,false,0,0,0,0
text_types,text_type.leader_arrowhead_name,identity,domains/text_types.py:103,semantic_candidate,true,,,true,true,excluded,,false,false,true,0,0,0,0
text_types,text_type.leader_arrowhead_sig_hash,identity,domains/text_types.py:566,semantic_candidate,true,,,true,true,optional,,false,true,false,0,0,0,0
text_types,text_type.leader_arrowhead_uid,identity,domains/text_types.py:99,semantic_candidate,true,,,true,true,excluded,,false,false,true,0,0,0,0
text_types,text_type.leader_border_offset_in,identity,domains/text_types.py:532,semantic_candidate,true,,,true,true,optional,,false,true,false,0,0,0,0
text_types,text_type.line_weight,identity,domains/text_types.py:529,semantic_candidate,true,,,true,true,optional,,false,true,false,0,0,0,0
text_types,text_type.name,identity,domains/text_types.py:524,semantic_candidate,true,,,true,true,excluded,,false,false,true,0,0,0,0
text_types,text_type.show_border,identity,domains/text_types.py:531,semantic_candidate,true,,,true,true,optional,,false,true,false,0,0,0,0
text_types,text_type.size_in,identity,domains/text_types.py:526,semantic_candidate,true,,,true,true,required,required,true,false,false,0,0,0,0
text_types,text_type.source_element_id,identity,domains/text_types.py:122,traceability_identifier,false,,File-local Revit ElementId emitted for source traceability; not portable configuration identity,false,false,,,false,false,false,0,0,0,0
text_types,text_type.source_unique_id,identity,domains/text_types.py:123,traceability_identifier,false,,Revit UniqueId emitted for source traceability; not portable configuration identity,false,false,,,false,false,false,0,0,0,0
text_types,text_type.tab_size_in,identity,domains/text_types.py:533,semantic_candidate,true,,,true,true,optional,,false,true,false,0,0,0,0
text_types,text_type.underline,identity,domains/text_types.py:536,semantic_candidate,true,,,true,true,required,required,true,false,false,0,0,0,0
text_types,text_type.width_factor,identity,domains/text_types.py:527,semantic_candidate,true,,,true,true,required,required,true,false,false,0,0,0,0
units,units.accuracy,identity,domains/units.py:275,semantic_candidate,true,,,true,true,optional,,false,true,false,0,0,0,0
units,units.rounding_method,identity,domains/units.py:285,semantic_candidate,true,,,true,true,required,,true,false,false,0,0,0,0
units,units.spec,identity,domains/units.py:235,semantic_candidate,true,,,true,true,required,required,true,false,false,0,0,0,0
units,units.suppress_leading_zeros,identity,domains/units.py:325,semantic_candidate,true,,,true,true,,,false,false,false,0,0,0,0
units,units.suppress_spaces,identity,domains/units.py:335,semantic_candidate,true,,,true,true,,,false,false,false,0,0,0,0
units,units.suppress_trailing_zeros,identity,domains/units.py:345,semantic_candidate,true,,,true,true,,,false,false,false,0,0,0,0
units,units.symbol_type_id,identity,domains/units.py:265,semantic_candidate,true,,,true,true,,,false,false,false,0,0,0,0
units,units.unit_type_id,identity,domains/units.py:253,semantic_candidate,true,,,true,true,required,required,true,false,false,0,0,0,0
units,units.use_default,identity,domains/units.py:295,semantic_candidate,true,,,true,true,,,false,false,false,0,0,0,0
units,units.use_digit_grouping,identity,domains/units.py:305,semantic_candidate,true,,,true,true,,,false,false,false,0,0,0,0
units,units.use_plus_prefix,identity,domains/units.py:315,semantic_candidate,true,,,true,true,,,false,false,false,0,0,0,0
units_doc,units_doc.decimal_symbol,identity,domains/units.py:562,semantic_candidate,true,,,true,true,optional,,false,true,false,0,0,0,0
units_doc,units_doc.digit_grouping_amount,identity,domains/units.py:563,semantic_candidate,true,,,true,true,optional,,false,true,false,0,0,0,0
units_doc,units_doc.digit_grouping_symbol,identity,domains/units.py:564,semantic_candidate,true,,,true,true,optional,,false,true,false,0,0,0,0
view_category_overrides_annotation,vco.baseline_category_path,identity,domains/view_category_overrides_annotation.py:219,semantic_candidate,true,,,true,true,required,required,true,false,false,0,0,0,0
view_category_overrides_annotation,vco.baseline_sig_hash,identity,domains/view_category_overrides_annotation.py:220,semantic_candidate,true,,,true,true,required,required,true,false,false,0,0,0,0
view_category_overrides_annotation,vco.category_hidden,identity,domains/view_category_overrides_annotation.py:80,semantic_candidate,true,,,true,true,,,false,false,false,0,0,0,0
view_category_overrides_annotation,vco.context_type,identity,domains/view_category_overrides_annotation.py:280,semantic_candidate,true,,,true,true,,,false,false,false,0,0,0,0
view_category_overrides_annotation,vco.override_properties_hash,identity,domains/view_category_overrides_annotation.py:221,semantic_candidate,true,,,true,true,required,required,true,false,false,0,0,0,0
view_category_overrides_annotation,vco.template_element_id,identity,domains/view_category_overrides_annotation.py:297,semantic_candidate,true,,,true,true,,,false,false,false,0,0,0,0
view_category_overrides_annotation,vco.template_name,identity,domains/view_category_overrides_annotation.py:288,semantic_candidate,true,,,true,true,,,false,false,false,0,0,0,0
view_category_overrides_annotation,vco.template_unique_id,identity,domains/view_category_overrides_annotation.py:302,semantic_candidate,true,,,true,true,,,false,false,false,0,0,0,0
view_category_overrides_annotation,vco.vg_tab,identity,domains/view_category_overrides_annotation.py:279,semantic_candidate,true,,,true,true,,,false,false,false,0,0,0,0
view_category_overrides_model,vco.baseline_category_path,identity,domains/view_category_overrides_model.py:262,semantic_candidate,true,,,true,true,required,required,true,false,false,0,0,0,0
view_category_overrides_model,vco.baseline_sig_hash,identity,domains/view_category_overrides_model.py:263,semantic_candidate,true,,,true,true,required,required,true,false,false,0,0,0,0
view_category_overrides_model,vco.category_hidden,identity,domains/view_category_overrides_model.py:104,semantic_candidate,true,,,true,true,,,false,false,false,0,0,0,0
view_category_overrides_model,vco.context_type,identity,domains/view_category_overrides_model.py:323,semantic_candidate,true,,,true,true,,,false,false,false,0,0,0,0
view_category_overrides_model,vco.override_properties_hash,identity,domains/view_category_overrides_model.py:264,semantic_candidate,true,,,true,true,required,required,true,false,false,0,0,0,0
view_category_overrides_model,vco.template_element_id,identity,domains/view_category_overrides_model.py:340,semantic_candidate,true,,,true,true,,,false,false,false,0,0,0,0
view_category_overrides_model,vco.template_name,identity,domains/view_category_overrides_model.py:331,semantic_candidate,true,,,true,true,,,false,false,false,0,0,0,0
view_category_overrides_model,vco.template_unique_id,identity,domains/view_category_overrides_model.py:345,semantic_candidate,true,,,true,true,,,false,false,false,0,0,0,0
view_category_overrides_model,vco.vg_tab,identity,domains/view_category_overrides_model.py:322,semantic_candidate,true,,,true,true,,,false,false,false,0,0,0,0
view_filter_applications_view_templates,vfa.filter_stack_count,identity,domains/view_filter_applications_view_templates.py:212,semantic_candidate,true,,,true,true,excluded,,false,false,true,0,0,0,0
view_filter_applications_view_templates,vfa.source_element_id,identity,domains/view_filter_applications_view_templates.py:364,traceability_identifier,false,,File-local Revit ElementId emitted for source traceability; not portable configuration identity,false,false,,,false,false,false,0,0,0,0
view_filter_applications_view_templates,vfa.source_unique_id,identity,domains/view_filter_applications_view_templates.py:365,traceability_identifier,false,,Revit UniqueId emitted for source traceability; not portable configuration identity,false,false,,,false,false,false,0,0,0,0
view_filter_applications_view_templates,vfa.stack_def_hash,identity,domains/view_filter_applications_view_templates.py:321,semantic_candidate,true,,,true,true,required,required,true,false,false,0,0,0,0
view_filter_applications_view_templates,vfa.template_elem_id,identity,domains/view_filter_applications_view_templates.py:363,semantic_candidate,true,,,true,true,excluded,,false,false,true,0,0,0,0
view_filter_applications_view_templates,vfa.template_uid_or_namekey,identity,domains/view_filter_applications_view_templates.py:159,semantic_candidate,true,,,true,true,excluded,,false,false,true,0,0,0,0
view_filter_definitions,vf.categories,identity,domains/view_filter_definitions.py:320,semantic_candidate,true,,,true,true,excluded,,false,false,true,0,0,0,0
view_filter_definitions,vf.def_hash,identity,domains/view_filter_definitions.py:435,semantic_candidate,true,,,true,true,required,,true,false,false,0,0,0,0
view_filter_definitions,vf.elem_id,identity,domains/view_filter_definitions.py:519,semantic_candidate,true,,,true,true,excluded,,false,false,true,0,0,0,0
view_filter_definitions,vf.logic_root,identity,domains/view_filter_definitions.py:330,semantic_candidate,true,,,true,true,excluded,required,true,false,true,0,0,0,0
view_filter_definitions,vf.name,identity,domains/view_filter_definitions.py:590,semantic_candidate,true,,,true,true,,,false,false,false,0,0,0,0
view_filter_definitions,vf.rule_count,identity,domains/view_filter_definitions.py:344,semantic_candidate,true,,,true,true,excluded,required,true,false,true,0,0,0,0
view_filter_definitions,vf.source_element_id,identity,domains/view_filter_definitions.py:520,traceability_identifier,false,,File-local Revit ElementId emitted for source traceability; not portable configuration identity,false,false,,,false,false,false,0,0,0,0
view_filter_definitions,vf.source_unique_id,identity,domains/view_filter_definitions.py:521,traceability_identifier,false,,Revit UniqueId emitted for source traceability; not portable configuration identity,false,false,,,false,false,false,0,0,0,0
view_templates_ceiling_plans,view_template.category_overrides_def_hash,identity,domains/view_templates.py:356,semantic_candidate,true,,,true,true,excluded,,false,false,true,0,0,0,0
view_templates_ceiling_plans,view_template.def_hash,identity,domains/view_templates.py:354,semantic_candidate,true,,,true,true,required,required,true,false,false,0,0,0,0
view_templates_ceiling_plans,view_template.name,identity,domains/view_templates.py:1180,semantic_candidate,true,,,true,true,excluded,,false,false,true,0,0,0,0
view_templates_ceiling_plans,vt.assigned_view_count,phase2.cosmetic,domains/view_templates.py:118,semantic_candidate,true,,,true,true,,,false,false,false,0,0,0,0
view_templates_ceiling_plans,vt.view_type_family,phase2.coordination,domains/view_templates.py:1147,semantic_candidate,true,,,true,true,,,false,false,false,0,0,0,0
view_templates_ceiling_plans,vt.view_type_raw,phase2.coordination,domains/view_templates.py:1148,semantic_candidate,true,,,true,true,,,false,false,false,0,0,0,0
view_templates_elevations_sections_detail,view_template.category_overrides_def_hash,identity,domains/view_templates.py:356,semantic_candidate,true,,,true,true,excluded,,false,false,true,0,0,0,0
view_templates_elevations_sections_detail,view_template.def_hash,identity,domains/view_templates.py:354,semantic_candidate,true,,,true,true,required,required,true,false,false,0,0,0,0
view_templates_elevations_sections_detail,view_template.name,identity,domains/view_templates.py:1623,semantic_candidate,true,,,true,true,excluded,,false,false,true,0,0,0,0
view_templates_elevations_sections_detail,vt.assigned_view_count,phase2.cosmetic,domains/view_templates.py:118,semantic_candidate,true,,,true,true,,,false,false,false,0,0,0,0
view_templates_elevations_sections_detail,vt.view_type_family,phase2.coordination,domains/view_templates.py:1590,semantic_candidate,true,,,true,true,,,false,false,false,0,0,0,0
view_templates_elevations_sections_detail,vt.view_type_raw,phase2.coordination,domains/view_templates.py:1591,semantic_candidate,true,,,true,true,,,false,false,false,0,0,0,0
view_templates_floor_structural_area_plans,view_template.category_overrides_def_hash,identity,domains/view_templates.py:356,semantic_candidate,true,,,true,true,excluded,,false,false,true,0,0,0,0
view_templates_floor_structural_area_plans,view_template.def_hash,identity,domains/view_templates.py:354,semantic_candidate,true,,,true,true,required,required,true,false,false,0,0,0,0
view_templates_floor_structural_area_plans,view_template.name,identity,domains/view_templates.py:763,semantic_candidate,true,,,true,true,excluded,,false,false,true,0,0,0,0
view_templates_floor_structural_area_plans,vt.assigned_view_count,phase2.cosmetic,domains/view_templates.py:118,semantic_candidate,true,,,true,true,,,false,false,false,0,0,0,0
view_templates_floor_structural_area_plans,vt.view_type_family,phase2.coordination,domains/view_templates.py:730,semantic_candidate,true,,,true,true,,,false,false,false,0,0,0,0
view_templates_floor_structural_area_plans,vt.view_type_raw,phase2.coordination,domains/view_templates.py:731,semantic_candidate,true,,,true,true,,,false,false,false,0,0,0,0
view_templates_renderings_drafting,view_template.category_overrides_def_hash,identity,domains/view_templates.py:356,semantic_candidate,true,,,true,true,excluded,,false,false,true,0,0,0,0
view_templates_renderings_drafting,view_template.def_hash,identity,domains/view_templates.py:354,semantic_candidate,true,,,true,true,required,required,true,false,false,0,0,0,0
view_templates_renderings_drafting,view_template.name,identity,domains/view_templates.py:2043,semantic_candidate,true,,,true,true,excluded,,false,false,true,0,0,0,0
view_templates_renderings_drafting,vt.assigned_view_count,phase2.cosmetic,domains/view_templates.py:118,semantic_candidate,true,,,true,true,,,false,false,false,0,0,0,0
view_templates_renderings_drafting,vt.view_type_family,phase2.coordination,domains/view_templates.py:2010,semantic_candidate,true,,,true,true,,,false,false,false,0,0,0,0
view_templates_renderings_drafting,vt.view_type_raw,phase2.coordination,domains/view_templates.py:2011,semantic_candidate,true,,,true,true,,,false,false,false,0,0,0,0
view_templates_schedules,view_template.category_overrides_def_hash,identity,domains/view_templates.py:356,semantic_candidate,true,,,true,true,excluded,,false,false,true,0,0,0,0
view_templates_schedules,view_template.def_hash,identity,domains/view_templates.py:354,semantic_candidate,true,,,true,true,required,required,true,false,false,0,0,0,0
view_templates_schedules,view_template.name,identity,domains/view_templates.py:2475,semantic_candidate,true,,,true,true,excluded,,false,false,true,0,0,0,0
view_templates_schedules,vt.assigned_view_count,phase2.cosmetic,domains/view_templates.py:118,semantic_candidate,true,,,true,true,,,false,false,false,0,0,0,0
wall_types,wt.coarse_fill_color_rgb,identity,domains/wall_types.py:289,semantic_candidate,true,,,true,true,excluded,,false,false,true,0,0,0,0
wall_types,wt.coarse_fill_pattern_sig_hash,identity,domains/wall_types.py:284,semantic_candidate,true,,,true,true,,,false,false,false,0,0,0,0
wall_types,wt.function,identity,domains/wall_types.py:272,semantic_candidate,true,,,true,true,required,,true,false,false,0,0,0,0
wall_types,wt.has_embedded_sweeps,identity,domains/wall_types.py:285,semantic_candidate,true,,,true,true,,,false,false,false,0,0,0,0
wall_types,wt.kind,identity,domains/wall_types.py:182,semantic_candidate,true,,,true,true,,,false,false,false,0,0,0,0
wall_types,wt.layer_count,identity,domains/wall_types.py:275,semantic_candidate,true,,,true,true,required,required,true,false,false,0,0,0,0
wall_types,wt.stack_hash_function_only,identity,domains/wall_types.py:283,semantic_candidate,true,,,true,true,,,false,false,false,0,0,0,0
wall_types,wt.stack_hash_loose,identity,domains/wall_types.py:277,semantic_candidate,true,,,true,true,required,required,true,false,false,0,0,0,0
wall_types,wt.stack_hash_strict,identity,domains/wall_types.py:282,semantic_candidate,true,,,true,true,,,false,false,false,0,0,0,0
wall_types,wt.total_layer_rows,identity,domains/wall_types.py:281,semantic_candidate,true,,,true,true,,,false,false,false,0,0,0,0
wall_types,wt.total_thickness_in,identity,domains/wall_types.py:276,semantic_candidate,true,,,true,true,required,required,true,false,false,0,0,0,0
wall_types,wt.type_name,identity,domains/wall_types.py:181,semantic_candidate,true,,,true,true,excluded,,false,false,true,0,0,0,0
wall_types,wt.wraps_at_ends,identity,domains/wall_types.py:274,semantic_candidate,true,,,true,true,optional,,false,true,false,0,0,0,0
wall_types,wt.wraps_at_inserts,identity,domains/wall_types.py:273,semantic_candidate,true,,,true,true,optional,,false,true,false,0,0,0,0
worksets,workset.is_active_workset,identity,domains/worksets.py:248,semantic_candidate,true,,,true,true,excluded,,false,false,true,0,0,0,0
worksets,workset.is_default_workset,identity,domains/worksets.py:246,semantic_candidate,true,,,true,true,optional,required,true,true,false,0,0,0,0
worksets,workset.is_editable,identity,domains/worksets.py:245,semantic_candidate,true,,,true,true,excluded,,false,false,true,0,0,0,0
worksets,workset.kind,identity,domains/worksets.py:244,semantic_candidate,true,,,true,true,optional,required,true,true,false,0,0,0,0
worksets,workset.name,identity,domains/worksets.py:243,semantic_candidate,true,,,true,true,required,required,true,false,false,0,0,0,0
worksets,workset.owner,identity,domains/worksets.py:247,semantic_candidate,true,,,true,true,excluded,,false,false,true,0,0,0,0
worksets,workset.unique_id,identity,domains/worksets.py:249,semantic_candidate,true,,,true,true,excluded,,false,false,true,0,0,0,0
worksets_doc,worksets_doc.active_workset_name,identity,domains/worksets.py:358,semantic_candidate,true,,,true,true,optional,,false,true,false,0,0,0,0
worksets_doc,worksets_doc.is_workshared,identity,domains/worksets.py:348,semantic_candidate,true,,,true,true,optional,,false,true,false,0,0,0,0
